,PUMA,GQ,OWNERSHP,FAMSIZE,NCHILD,AGE,SEX,MARST,RACE,HISPAN,EDUC,INDNAICS,SECTOR,INCTOT,INCTOT_DECILE,POVERTY,DENSITY,VETDISAB,DIFFREM,DIFFPHYS,DIFFEYE,DIFFHEAR,HHWT,PERWT
478376,6-8507,1,1,6,0,4,2,6,6,0,1,       0,0,9999999,9,501,3305.1,0,0,0,1,1,58.0,67.0
478377,6-8507,1,1,6,1,79,1,1,6,0,11,       0,0,21900,3,501,3305.1,0,1,2,1,1,58.0,85.0
478378,6-8507,1,1,6,1,68,2,1,6,0,11,       0,0,19000,3,501,3305.1,0,1,1,1,1,58.0,66.0
478429,6-7502,1,1,5,3,48,2,1,1,0,11,       0,0,0,0,501,33632.6,0,1,1,1,1,71.0,71.0
478430,6-7502,1,1,5,3,48,1,1,1,0,11,52M2    ,52,382000,8,501,33632.6,0,1,1,1,1,71.0,76.0
478431,6-7502,1,1,5,0,16,1,6,1,0,3,713Z    ,71,4000,1,501,33632.6,0,1,1,1,1,71.0,49.0
478432,6-7502,1,1,5,0,14,2,6,1,0,2,       0,0,9999999,9,501,33632.6,0,1,1,1,1,71.0,62.0
478433,6-7502,1,1,5,0,12,1,6,1,0,2,       0,0,9999999,9,501,33632.6,0,1,1,1,1,71.0,64.0
478550,6-8507,1,1,2,0,78,1,1,1,0,10,       0,0,75000,6,501,3305.1,0,1,1,1,1,51.0,51.0
478551,6-8507,1,1,2,0,76,2,1,1,0,10,       0,0,41300,5,501,3305.1,0,1,1,1,1,51.0,55.0
478792,6-7502,1,2,2,0,59,1,6,4,0,5,       0,0,6000,1,35,33632.6,0,1,1,1,1,75.0,75.0
478793,6-7502,1,2,2,0,63,2,6,4,0,2,315M    ,31,0,0,35,33632.6,0,1,2,1,1,75.0,118.0
478995,6-8507,1,1,3,1,72,2,1,1,0,7,       0,0,16600,3,345,3305.1,0,1,1,1,1,87.0,87.0
478996,6-8507,1,1,3,1,81,1,1,1,0,10,       0,0,28700,4,345,3305.1,1,1,1,1,1,87.0,84.0
478997,6-8507,1,1,3,0,53,1,6,1,0,7,8111Z   ,81,23000,3,345,3305.1,0,1,1,1,1,87.0,105.0
480434,6-7502,1,2,1,0,28,2,6,6,0,10,333MS   ,33,71000,6,501,33632.6,0,1,1,1,1,50.0,50.0
480525,6-8507,1,2,1,0,79,2,5,1,4,1,       0,0,8400,2,69,3305.1,0,2,2,1,1,138.0,138.0
480641,6-7502,1,2,1,0,31,1,6,1,0,11,5415    ,54,85000,6,501,33632.6,0,1,1,1,1,134.0,133.0
480844,6-8507,1,1,1,0,77,1,5,1,0,11,332MZ   ,33,212500,8,501,3305.1,1,1,1,1,1,48.0,49.0
481378,6-8507,1,2,7,0,36,1,1,6,0,10,5415    ,54,25000,3,255,3305.1,1,1,1,1,1,69.0,69.0
481379,6-8507,1,2,7,0,29,2,1,6,0,11,6244    ,62,14000,2,255,3305.1,0,1,1,1,1,69.0,97.0
481380,6-8507,1,2,7,0,68,2,5,6,0,6,       0,0,0,0,255,3305.1,0,1,1,1,1,69.0,72.0
481381,6-8507,1,2,7,1,39,1,1,6,0,10,4453    ,44,24000,3,255,3305.1,0,1,1,1,1,69.0,82.0
481382,6-8507,1,2,7,1,35,2,1,6,0,6,6244    ,62,20000,3,255,3305.1,0,1,1,1,1,69.0,75.0
481383,6-8507,1,2,7,0,29,2,6,6,0,6,454110  ,45,24000,3,255,3305.1,0,1,1,1,1,69.0,113.0
481384,6-8507,1,2,7,0,4,2,6,6,0,1,       0,0,9999999,9,255,3305.1,0,0,0,1,1,69.0,75.0
481724,6-7502,1,2,1,0,33,2,6,1,0,11,3254    ,32,172090,7,501,33632.6,0,1,1,1,1,73.0,72.0
482259,6-8507,1,1,3,1,72,2,2,4,0,1,       0,0,1500,1,501,3305.1,0,1,1,1,1,97.0,97.0
482260,6-8507,1,1,3,0,42,2,1,4,0,10,334M2   ,33,100000,7,501,3305.1,0,1,1,1,1,97.0,132.0
482261,6-8507,1,1,3,0,41,1,1,4,0,10,5415    ,54,152220,7,501,3305.1,0,1,1,1,1,97.0,143.0
483916,6-8507,1,1,2,0,67,2,1,1,0,8,92119   ,92,58200,5,501,3305.1,0,1,1,1,1,80.0,80.0
483917,6-8507,1,1,2,0,66,1,1,1,0,10,92M2    ,92,100000,7,501,3305.1,0,1,1,1,1,80.0,84.0
484009,6-8507,1,2,2,0,52,1,4,1,0,6,23      ,23,49000,5,374,3305.1,0,1,1,1,1,46.0,46.0
484010,6-8507,1,2,2,0,47,2,3,7,1,8,722Z    ,72,22000,3,168,3305.1,0,1,1,1,1,46.0,51.0
484027,6-8507,1,1,4,2,56,1,1,1,0,10,5415    ,54,200000,8,501,3305.1,0,1,1,1,1,109.0,109.0
484028,6-8507,1,1,4,2,49,2,1,1,0,10,6111    ,61,20000,3,501,3305.1,0,1,1,1,1,109.0,103.0
484029,6-8507,1,1,4,0,16,1,6,1,0,4,       0,0,0,0,501,3305.1,0,1,1,1,1,109.0,104.0
484030,6-8507,1,1,4,0,13,1,6,1,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,109.0,102.0
484444,6-7502,1,2,1,0,78,1,6,1,0,10,       0,0,23800,3,195,33632.6,0,1,2,1,2,91.0,90.0
484597,6-7502,1,2,2,0,47,2,1,1,0,11,5416    ,54,100000,7,501,33632.6,0,1,1,1,1,98.0,98.0
484598,6-7502,1,2,2,0,45,1,1,1,0,10,334M2   ,33,175000,7,501,33632.6,0,1,1,1,1,98.0,103.0
485164,6-7502,1,2,1,0,69,1,6,1,0,11,       0,0,20300,3,167,33632.6,0,1,2,1,1,87.0,87.0
486192,6-7502,1,2,1,0,39,1,6,6,0,10,5415    ,54,572000,8,501,33632.6,0,1,1,1,1,145.0,145.0
486488,6-8507,1,2,1,0,23,1,6,6,0,11,3341    ,33,5000,1,38,3305.1,0,1,1,1,1,45.0,45.0
486587,6-7502,1,2,1,0,27,1,6,1,0,10,5415    ,54,230000,8,501,33632.6,0,1,1,1,1,292.0,293.0
486588,6-7502,1,2,1,0,27,1,6,1,0,10,5415    ,54,150000,7,501,33632.6,0,1,1,1,1,292.0,371.0
486646,6-8507,1,1,2,0,64,1,1,1,0,11,8131    ,81,19800,3,501,3305.1,0,1,1,1,1,112.0,113.0
486647,6-8507,1,1,2,0,64,2,1,4,0,11,5417    ,54,139990,7,501,3305.1,0,1,1,1,1,112.0,109.0
487232,6-8507,1,2,4,2,34,1,1,6,0,11,5415    ,54,300800,8,501,3305.1,0,1,1,1,1,174.0,174.0
487233,6-8507,1,2,4,2,31,2,1,6,0,10,5415    ,54,115000,7,501,3305.1,0,1,1,1,1,174.0,145.0
487234,6-8507,1,2,4,0,5,2,6,6,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,174.0,150.0
487235,6-8507,1,2,4,0,2,1,6,6,0,0,       0,0,9999999,9,501,3305.1,0,0,0,1,1,174.0,171.0
488073,6-7502,1,1,1,0,70,1,6,4,0,11,5413    ,54,390000,8,501,33632.6,0,1,1,1,1,83.0,83.0
488440,6-7502,1,2,1,0,34,1,6,4,0,11,5413    ,54,70000,6,501,33632.6,0,2,1,1,1,83.0,83.0
488868,6-8507,1,2,4,2,34,1,1,1,0,6,4413    ,44,0,0,310,3305.1,0,1,1,1,1,114.0,114.0
488869,6-8507,1,2,4,2,34,2,1,1,0,6,5313    ,53,80000,6,310,3305.1,0,1,1,1,1,114.0,102.0
488870,6-8507,1,2,4,0,9,2,6,1,0,1,       0,0,9999999,9,310,3305.1,0,1,1,1,1,114.0,92.0
488871,6-8507,1,2,4,0,6,2,6,1,0,1,       0,0,9999999,9,310,3305.1,0,1,1,1,1,114.0,91.0
489220,6-7502,1,1,1,0,77,2,4,1,0,11,6111    ,61,108500,7,501,33632.6,0,1,1,1,1,156.0,156.0
489311,6-7502,1,1,1,0,66,2,6,1,0,6,       0,0,5200,1,43,33632.6,0,1,1,2,1,86.0,86.0
490092,6-8507,1,1,4,2,46,1,1,1,0,6,7112    ,71,260000,8,501,3305.1,0,1,1,1,1,77.0,77.0
490093,6-8507,1,1,4,2,50,2,1,1,0,6,4483    ,44,1500,1,501,3305.1,0,1,1,1,1,77.0,83.0
490094,6-8507,1,1,4,0,21,2,6,1,0,6,812112  ,81,15000,3,501,3305.1,0,1,1,1,1,77.0,142.0
490095,6-8507,1,1,4,0,15,2,6,1,0,2,       0,0,0,0,501,3305.1,0,1,1,1,1,77.0,90.0
490771,6-8507,1,1,3,1,61,1,1,4,0,11,334M2   ,33,2000,1,261,3305.1,0,1,1,1,1,104.0,104.0
490772,6-8507,1,1,3,1,61,2,1,4,0,7,       0,0,0,0,261,3305.1,0,1,1,1,1,104.0,111.0
490773,6-8507,1,1,3,0,28,1,6,4,0,10,51913   ,51,50000,5,261,3305.1,0,1,1,1,1,104.0,153.0
491661,6-8507,1,2,1,0,54,2,4,1,0,11,622M    ,62,127910,7,501,3305.1,1,1,1,1,1,43.0,43.0
491865,6-8507,1,2,2,0,30,2,6,1,0,11,3341    ,33,130000,7,501,3305.1,0,1,1,1,1,110.0,111.0
491866,6-8507,1,2,2,0,29,1,6,6,0,11,334M2   ,33,125000,7,501,3305.1,0,1,1,1,1,110.0,134.0
492661,6-8507,1,1,4,2,53,2,1,4,0,10,8131    ,81,9600,2,501,3305.1,0,1,1,1,1,46.0,47.0
492662,6-8507,1,1,4,2,55,1,1,4,0,10,3341    ,33,150000,7,501,3305.1,0,1,1,1,1,46.0,51.0
492663,6-8507,1,1,4,0,17,1,6,4,0,4,       0,0,0,0,501,3305.1,0,1,1,1,1,46.0,53.0
492664,6-8507,1,1,4,0,14,1,6,4,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,46.0,54.0
492787,6-7502,1,2,1,0,74,2,6,1,0,10,6111    ,61,74400,6,501,33632.6,0,1,1,1,1,63.0,63.0
493172,6-8507,1,2,4,2,42,1,1,6,0,11,3341    ,33,100000,7,391,3305.1,0,1,1,1,1,217.0,216.0
493173,6-8507,1,2,4,2,35,2,1,6,0,10,       0,0,0,0,391,3305.1,0,1,1,1,1,217.0,200.0
493174,6-8507,1,2,4,0,6,2,6,6,0,1,       0,0,9999999,9,391,3305.1,0,1,1,1,1,217.0,195.0
493175,6-8507,1,2,4,0,3,2,6,6,0,0,       0,0,9999999,9,391,3305.1,0,0,0,1,1,217.0,228.0
493240,6-8507,1,1,2,0,65,1,6,1,0,10,5415    ,54,199000,8,501,3305.1,0,1,2,1,1,47.0,47.0
493241,6-8507,1,1,2,0,56,2,6,5,0,10,333MS   ,33,185000,8,501,3305.1,0,1,1,1,1,47.0,49.0
494053,6-8507,1,1,4,2,49,2,1,6,0,11,6111    ,61,57000,5,501,3305.1,0,1,1,1,1,178.0,179.0
494054,6-8507,1,1,4,2,54,1,1,6,0,11,5415    ,54,130000,7,501,3305.1,0,1,1,1,1,178.0,191.0
494055,6-8507,1,1,4,0,17,2,6,6,0,5,       0,0,0,0,501,3305.1,0,1,1,1,1,178.0,184.0
494056,6-8507,1,1,4,0,11,1,6,6,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,178.0,197.0
494404,6-7502,1,2,2,0,70,1,1,4,0,0,561M    ,56,7200,2,86,33632.6,0,1,1,1,1,65.0,65.0
494405,6-7502,1,2,2,0,66,2,1,4,0,0,6241    ,62,6000,1,86,33632.6,0,1,1,1,1,65.0,70.0
494525,6-7502,1,2,1,0,34,2,6,2,0,10,5182    ,51,60000,6,453,33632.6,0,2,1,1,1,97.0,96.0
494573,6-7502,1,2,2,0,59,2,6,1,0,10,5416    ,54,228200,8,501,33632.6,0,1,1,1,1,116.0,116.0
494574,6-7502,1,2,2,0,58,1,6,1,0,10,5613    ,56,3900,1,29,33632.6,1,1,1,1,1,116.0,125.0
494604,6-7502,1,2,1,0,48,1,3,1,0,10,23      ,23,92000,7,501,33632.6,0,1,1,1,1,240.0,240.0
494864,6-7502,1,2,1,0,34,2,6,1,0,10,522M    ,52,150000,7,501,33632.6,0,1,1,1,1,68.0,68.0
494865,6-7502,1,2,1,0,32,2,6,1,0,10,622M    ,62,100000,7,501,33632.6,0,1,1,1,1,68.0,88.0
495098,6-8507,1,2,1,0,46,1,6,4,0,10,       0,0,0,0,1,3305.1,0,1,1,1,1,342.0,342.0
495754,6-8507,1,1,1,0,65,2,6,1,0,11,443142  ,44,40000,5,330,3305.1,0,1,1,1,1,119.0,120.0
495855,6-7502,1,2,3,1,40,1,1,1,0,6,23      ,23,120000,7,501,33632.6,0,1,1,1,1,376.0,376.0
495856,6-7502,1,2,3,1,32,2,1,6,0,7,488     ,48,45000,5,501,33632.6,0,1,1,1,1,376.0,395.0
495857,6-7502,1,2,3,0,3,2,6,1,0,0,       0,0,9999999,9,501,33632.6,0,0,0,1,1,376.0,449.0
496761,6-7502,1,2,1,0,24,2,6,1,0,10,51913   ,51,99000,7,501,33632.6,0,1,1,1,1,100.0,100.0
496762,6-7502,1,2,1,0,24,2,6,6,0,10,5415    ,54,40500,5,308,33632.6,0,1,1,1,1,100.0,185.0
496763,6-7502,1,2,1,0,24,2,6,1,0,10,5415    ,54,8000,2,61,33632.6,0,1,1,1,1,100.0,127.0
496952,6-7502,1,2,2,0,38,1,6,1,0,10,5415    ,54,150000,7,501,33632.6,0,1,1,1,1,101.0,101.0
496953,6-7502,1,2,2,0,32,2,6,1,0,10,5416    ,54,100000,7,501,33632.6,0,1,1,1,1,101.0,111.0
497872,6-8507,1,2,3,2,52,2,2,6,0,11,       0,0,0,0,1,3305.1,0,1,1,1,1,53.0,53.0
497873,6-8507,1,2,3,0,18,2,6,6,0,4,       0,0,0,0,1,3305.1,0,1,1,1,1,53.0,54.0
497874,6-8507,1,2,3,0,15,2,6,6,0,3,       0,0,0,0,1,3305.1,0,1,1,1,1,53.0,63.0
498263,6-8507,1,1,1,0,65,2,6,4,0,11,       0,0,17500,3,144,3305.1,0,1,1,1,1,115.0,115.0
498599,6-8507,1,2,1,0,52,1,6,1,0,6,23      ,23,54000,5,408,3305.1,0,1,1,1,1,54.0,54.0
498610,6-7502,1,2,2,0,61,2,4,1,0,7,       0,0,13500,2,80,33632.6,0,2,2,1,1,93.0,92.0
498611,6-7502,1,2,2,0,21,2,6,7,4,6,       0,0,0,0,80,33632.6,0,2,1,1,1,93.0,57.0
498798,6-8507,1,1,3,1,56,1,1,1,0,10,3391    ,33,255000,8,501,3305.1,0,1,1,1,1,66.0,66.0
498799,6-8507,1,1,3,1,53,2,1,1,0,11,5416    ,54,100000,7,501,3305.1,0,1,1,1,1,66.0,60.0
498800,6-8507,1,1,3,0,16,2,6,1,0,4,       0,0,0,0,501,3305.1,0,1,1,1,1,66.0,65.0
499197,6-7502,1,2,1,0,30,2,6,1,0,10,336M    ,33,60020,6,458,33632.6,0,1,1,1,1,120.0,120.0
499198,6-7502,1,2,1,0,26,2,6,1,0,10,5121    ,51,55000,5,418,33632.6,0,1,1,1,1,120.0,122.0
499436,6-8507,1,1,2,0,45,2,1,6,0,10,       0,0,0,0,501,3305.1,0,1,1,1,1,56.0,55.0
499437,6-8507,1,1,2,0,62,1,1,6,0,11,334M2   ,33,100000,7,501,3305.1,1,1,1,1,1,56.0,56.0
500166,6-8507,1,1,2,0,64,1,1,1,0,8,5415    ,54,25200,4,244,3305.1,0,1,1,1,1,101.0,102.0
500167,6-8507,1,1,2,0,63,2,1,1,0,7,       0,0,16600,3,244,3305.1,0,1,1,1,1,101.0,101.0
500203,6-7502,1,2,1,0,25,1,6,6,0,6,       0,0,0,0,1,33632.6,0,1,1,1,1,74.0,75.0
501102,6-8507,1,1,2,0,76,1,1,1,0,10,       0,0,42800,5,432,3305.1,0,1,1,1,1,65.0,64.0
501103,6-8507,1,1,2,0,71,2,1,1,0,10,       0,0,23000,3,432,3305.1,0,1,1,1,1,65.0,68.0
501114,6-7502,1,2,2,0,37,1,6,1,0,10,4481    ,44,165000,7,501,33632.6,0,1,1,1,1,87.0,87.0
501115,6-7502,1,2,2,0,29,2,6,1,0,10,4481    ,44,122000,7,501,33632.6,0,1,1,1,1,87.0,76.0
501322,6-7502,1,2,1,0,46,2,6,4,0,11,311M2   ,31,100000,7,501,33632.6,0,1,1,1,1,67.0,67.0
501660,6-7502,1,2,1,0,29,1,6,4,0,11,5416    ,54,38000,4,290,33632.6,0,1,1,1,1,56.0,55.0
501881,6-7502,1,2,1,0,74,2,5,4,0,0,       0,0,0,0,1,33632.6,0,2,2,1,1,115.0,115.0
502230,6-8507,1,1,3,1,60,1,1,2,0,11,33641M1 ,33,215200,8,501,3305.1,1,1,1,1,1,56.0,56.0
502231,6-8507,1,1,3,1,55,2,1,2,0,10,611M1   ,61,60000,6,501,3305.1,0,1,1,1,1,56.0,63.0
502232,6-8507,1,1,3,0,17,1,6,2,0,5,722Z    ,72,6500,1,501,3305.1,0,1,1,1,1,56.0,110.0
502253,6-8507,1,1,8,1,66,1,1,1,0,7,722Z    ,72,203000,8,501,3305.1,0,1,1,1,1,63.0,63.0
502254,6-8507,1,1,8,1,63,2,1,1,0,7,722Z    ,72,154000,7,501,3305.1,0,1,1,1,1,63.0,67.0
502255,6-8507,1,1,8,4,41,2,1,1,0,10,722Z    ,72,571000,8,501,3305.1,0,1,1,1,1,63.0,62.0
502256,6-8507,1,1,8,0,11,2,6,1,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,63.0,59.0
502257,6-8507,1,1,8,0,9,2,6,1,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,63.0,57.0
502258,6-8507,1,1,8,0,8,2,6,1,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,63.0,58.0
502259,6-8507,1,1,8,0,6,1,6,1,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,63.0,62.0
502260,6-8507,1,1,8,4,44,1,1,1,0,10,6111    ,61,10800,2,501,3305.1,0,1,1,1,1,63.0,77.0
502633,6-7502,1,2,1,0,35,2,4,1,0,11,4853    ,48,255000,8,501,33632.6,0,1,1,1,1,101.0,101.0
502666,6-8507,1,2,3,1,39,1,1,6,0,11,5415    ,54,211000,8,501,3305.1,0,1,1,1,1,54.0,54.0
502667,6-8507,1,2,3,1,36,2,1,6,0,11,5415    ,54,138000,7,501,3305.1,0,1,1,1,1,54.0,50.0
502668,6-8507,1,2,3,0,7,2,6,6,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,54.0,49.0
502888,6-7502,1,2,1,0,73,2,5,4,0,0,       0,0,9100,2,74,33632.6,0,1,1,1,1,99.0,99.0
503086,6-7502,1,2,1,0,22,1,6,1,0,10,5412    ,54,61000,6,461,33632.6,0,1,1,1,1,49.0,48.0
503087,6-7502,1,2,1,0,22,1,6,1,0,10,5416    ,54,27200,4,207,33632.6,0,1,1,1,1,49.0,62.0
503543,6-8507,1,1,3,1,54,1,1,1,0,6,5415    ,54,320500,8,501,3305.1,0,1,1,1,1,44.0,45.0
503544,6-8507,1,1,3,1,52,2,1,1,0,11,2213M   ,22,101000,7,501,3305.1,0,1,1,1,2,44.0,44.0
503545,6-8507,1,1,3,0,16,2,6,1,0,5,814     ,81,600,1,501,3305.1,0,1,1,1,1,44.0,48.0
503746,6-8507,1,1,4,2,53,1,1,4,0,11,5415    ,54,171000,7,501,3305.1,0,1,2,1,1,50.0,50.0
503747,6-8507,1,1,4,2,49,2,1,4,0,11,5415    ,54,221040,8,501,3305.1,0,1,1,1,1,50.0,47.0
503748,6-8507,1,1,4,0,18,2,6,4,0,5,       0,0,30,1,501,3305.1,0,1,1,1,1,50.0,42.0
503749,6-8507,1,1,4,0,15,2,6,4,0,3,       0,0,20,1,501,3305.1,0,1,1,1,1,50.0,50.0
503915,6-7502,1,2,5,3,48,1,1,3,1,6,23      ,23,35000,4,291,33632.6,0,1,1,1,1,161.0,160.0
503916,6-7502,1,2,5,3,50,2,1,1,0,10,611M1   ,61,52500,5,291,33632.6,0,1,1,1,1,161.0,112.0
503917,6-7502,1,2,5,0,12,2,6,1,1,2,       0,0,9999999,9,291,33632.6,0,1,1,1,1,161.0,126.0
503918,6-7502,1,2,5,0,10,2,6,1,1,1,       0,0,9999999,9,291,33632.6,0,1,1,1,1,161.0,126.0
503919,6-7502,1,2,5,0,7,1,6,1,1,1,       0,0,9999999,9,291,33632.6,0,1,1,1,1,161.0,178.0
504001,6-7502,1,2,1,0,70,2,6,1,0,11,5111Z   ,51,197200,8,501,33632.6,0,1,1,1,1,53.0,53.0
505006,6-8507,1,2,1,0,65,1,4,1,0,11,       0,0,20000,3,164,3305.1,0,1,1,1,1,95.0,95.0
505204,6-8507,1,1,3,1,50,2,4,1,0,11,334M2   ,33,263000,8,501,3305.1,0,1,1,1,1,116.0,116.0
505205,6-8507,1,1,3,1,52,1,4,1,0,11,611M1   ,61,130000,7,501,3305.1,0,1,1,1,1,116.0,119.0
505206,6-8507,1,1,3,0,10,1,6,1,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,116.0,123.0
505321,6-7502,1,2,1,0,38,1,6,1,0,11,5411    ,54,90000,7,501,33632.6,0,1,1,1,1,87.0,87.0
505966,6-7502,1,2,1,0,89,2,5,4,0,10,       0,0,10200,2,83,33632.6,0,1,2,1,1,57.0,57.0
507343,6-8507,1,1,3,1,53,2,1,4,0,11,5415    ,54,80000,6,501,3305.1,0,1,1,1,1,56.0,55.0
507344,6-8507,1,1,3,1,50,1,1,4,0,10,4249Z   ,42,571000,8,501,3305.1,0,1,1,1,1,56.0,64.0
507345,6-8507,1,1,3,0,16,2,6,4,0,5,       0,0,0,0,501,3305.1,0,1,1,1,1,56.0,61.0
507618,6-8507,1,1,2,1,94,2,5,1,0,10,       0,0,3660,1,23,3305.1,0,1,2,1,1,95.0,95.0
507619,6-8507,1,1,2,0,63,1,6,1,0,8,       0,0,0,0,23,3305.1,1,1,1,1,1,95.0,131.0
507620,6-8507,1,1,1,0,73,1,6,1,0,7,23      ,23,0,0,1,3305.1,3,1,1,1,1,95.0,121.0
507794,6-7502,1,2,2,0,33,2,6,1,0,10,531M    ,53,130000,7,501,33632.6,0,1,1,1,1,56.0,57.0
507795,6-7502,1,2,2,0,37,1,6,1,0,10,52M1    ,52,70000,6,501,33632.6,0,1,1,1,1,56.0,51.0
507983,6-7502,1,1,1,0,44,2,6,4,0,10,51913   ,51,250000,8,501,33632.6,0,1,1,1,1,138.0,138.0
508054,6-7502,1,2,2,0,68,1,1,4,0,2,       0,0,10700,2,122,33632.6,0,1,1,1,1,37.0,38.0
508055,6-7502,1,2,2,0,69,2,1,4,0,2,       0,0,8000,2,122,33632.6,0,1,1,1,1,37.0,39.0
508086,6-7502,1,2,1,0,38,2,4,1,0,10,5242    ,52,104000,7,501,33632.6,0,1,1,1,1,51.0,51.0
508372,6-7502,1,2,1,0,29,1,6,1,1,10,5418    ,54,127300,7,501,33632.6,0,1,1,1,1,138.0,138.0
508725,6-7502,1,2,3,1,59,1,1,4,0,4,722Z    ,72,0,0,192,33632.6,0,1,1,1,1,85.0,85.0
508726,6-7502,1,2,3,1,52,2,1,4,0,4,45322   ,45,8000,2,192,33632.6,0,1,1,1,1,85.0,64.0
508727,6-7502,1,2,3,0,24,2,6,4,0,10,6211    ,62,30000,4,192,33632.6,0,1,1,1,1,85.0,81.0
509094,6-7502,1,2,1,0,59,2,6,1,0,11,6213ZM  ,62,30700,4,234,33632.6,0,1,1,1,1,58.0,58.0
509179,6-7502,1,2,1,0,60,2,6,1,0,11,5414    ,54,289000,8,501,33632.6,0,1,1,1,1,112.0,112.0
509295,6-7502,1,2,2,0,26,2,6,8,0,11,6111    ,61,58000,5,440,33632.6,0,1,1,1,1,62.0,62.0
509296,6-7502,1,2,2,0,27,1,6,1,0,11,5415    ,54,200000,8,501,33632.6,0,1,1,1,1,62.0,41.0
509359,6-7502,1,2,2,0,68,2,1,1,0,11,611M1   ,61,15350,3,501,33632.6,0,1,1,1,1,104.0,105.0
509360,6-7502,1,2,2,0,60,2,1,2,0,10,515     ,51,120000,7,501,33632.6,0,1,1,1,1,104.0,95.0
509654,6-7502,1,1,1,0,35,1,6,2,0,10,52M1    ,52,120000,7,501,33632.6,0,1,1,1,1,81.0,81.0
509921,6-7502,1,1,1,0,50,2,4,5,0,10,5415    ,54,138000,7,501,33632.6,0,1,1,1,1,67.0,68.0
510162,6-7502,1,2,1,0,68,2,6,4,0,7,5121    ,51,50900,5,421,33632.6,0,1,1,1,1,96.0,96.0
510163,6-7502,1,2,1,0,79,1,5,4,0,6,       0,0,5000,1,41,33632.6,1,1,1,1,1,93.0,93.0
510529,6-7502,1,2,1,0,33,1,6,8,0,11,5415    ,54,83000,6,501,33632.6,0,1,1,1,1,74.0,74.0
511346,6-7502,1,2,1,0,27,2,6,1,1,10,454110  ,45,65000,6,489,33632.6,0,1,1,1,1,89.0,89.0
511347,6-7502,1,2,1,0,29,2,6,1,0,10,622M    ,62,90000,7,501,33632.6,0,1,1,1,1,89.0,115.0
511348,6-7502,1,2,1,0,27,2,6,8,0,10,4481    ,44,67000,6,501,33632.6,0,1,1,1,1,89.0,156.0
511349,6-7502,1,2,1,0,25,1,6,1,0,10,5415    ,54,90000,7,501,33632.6,0,1,1,1,1,89.0,103.0
512002,6-8507,1,1,2,0,56,2,1,1,0,7,       0,0,0,0,501,3305.1,0,1,1,1,1,90.0,90.0
512003,6-8507,1,1,2,0,57,1,1,1,0,10,51913   ,51,571000,8,501,3305.1,0,1,1,1,1,90.0,89.0
512004,6-8507,1,1,1,0,23,2,6,1,3,10,4523    ,45,15000,3,114,3305.1,0,1,1,1,1,90.0,91.0
512197,6-8507,1,1,2,1,53,2,5,4,0,11,334M2   ,33,250000,8,501,3305.1,0,1,1,1,1,41.0,41.0
512198,6-8507,1,1,2,0,18,2,6,4,0,6,611M1   ,61,179000,7,501,3305.1,0,1,1,1,1,41.0,43.0
513637,6-8507,1,1,2,1,48,2,2,6,0,11,611M1   ,61,133000,7,501,3305.1,0,1,1,1,1,43.0,43.0
513638,6-8507,1,1,2,0,24,1,6,6,0,10,51913   ,51,130000,7,501,3305.1,0,1,1,1,1,43.0,56.0
513932,6-7502,1,2,1,0,49,2,6,1,0,11,6241    ,62,42000,5,317,33632.6,0,1,1,1,1,78.0,77.0
513991,6-7502,1,2,2,0,50,1,1,1,0,11,5411    ,54,571000,8,501,33632.6,0,1,1,1,1,133.0,133.0
513992,6-7502,1,2,2,0,50,2,1,1,1,10,       0,0,0,0,501,33632.6,0,1,1,1,1,133.0,100.0
514443,6-8507,1,1,2,0,74,1,1,1,0,10,       0,0,83500,6,501,3305.1,0,1,1,1,2,124.0,125.0
514444,6-8507,1,1,2,0,74,2,1,1,0,11,       0,0,6200,1,501,3305.1,0,2,2,1,1,124.0,117.0
514491,6-7502,1,1,1,0,64,2,4,1,0,10,8131    ,81,81000,6,501,33632.6,0,1,1,2,1,163.0,163.0
514997,6-7502,1,2,1,0,68,2,6,1,0,10,       0,0,1400,1,11,33632.6,0,1,2,1,1,37.0,37.0
515867,6-7502,1,1,1,0,94,2,5,1,0,8,       0,0,161100,7,501,33632.6,1,1,2,1,2,91.0,91.0
516152,6-7502,1,2,2,0,29,1,1,1,0,10,51913   ,51,175000,7,501,33632.6,0,1,1,1,1,46.0,46.0
516153,6-7502,1,2,2,0,28,2,1,1,0,10,5418    ,54,75000,6,501,33632.6,0,2,1,1,1,46.0,51.0
517059,6-8507,1,2,4,2,54,1,1,6,0,10,334M2   ,33,250000,8,501,3305.1,0,1,1,1,1,52.0,52.0
517060,6-8507,1,2,4,2,52,2,1,6,0,10,       0,0,0,0,501,3305.1,0,1,1,1,1,52.0,46.0
517061,6-8507,1,2,4,0,23,2,6,6,0,10,       0,0,0,0,501,3305.1,0,1,1,1,1,52.0,90.0
